"consulta","aeroporto","cluster","clusters_casados","cliques","impressoes","ctr","posicao"
"preco estacionamento aeroporto de guarulhos","GRU","preco","preco","0","10","0.00","1.00"
"preco estacionamento aeroporto guarulhos","GRU","preco","preco","0","121","0.00","31.46"
"preco estacionamento confins","CNF","preco","preco","0","5","0.00","9.40"
"preco estacionamento gru terminal 3","GRU","preco","preco","0","43","0.00","38.74"
"preco estacionamento vcp","VCP","preco","preco","0","1","0.00","12.00"
"preco guarda volumes aeroporto guarulhos","GRU","preco","preco","0","1","0.00","56.00"
"preço diária estacionamento aeroporto viracopos","VCP","preco","preco","0","6","0.00","8.67"
"preço estacionamento aeroporto guarulhos 2026","GRU","preco","preco","0","6","0.00","9.50"
"preço estacionamento aeroporto guarulhos diária 2026","GRU","preco","preco","0","46","0.00","39.57"
"preço estacionamento aeroporto viracopos campinas","VCP","preco","preco","0","17","0.00","8.47"
"preço aeroporto guarulhos estacionamento","GRU","preco","preco","0","62","0.00","33.00"
"preço da diaria no estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","87","0.00","35.60"
"preço de estacionamento aeroporto de guarulhos","GRU","preco","preco","0","9","0.00","55.67"
"preço de estacionamento aeroporto guarulhos","GRU","preco","preco","0","14","0.00","42.57"
"preço de estacionamento no aeroporto de confins","CNF","preco","preco","0","21","0.00","4.48"
"preço de estacionamento no aeroporto de curitiba","CWB","preco","preco","0","4","0.00","14.25"
"preço de estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","245","0.00","40.41"
"preço de estacionamento no aeroporto de viracopos","VCP","preco","preco","0","8","0.00","12.13"
"preço diaria aeroporto guarulhos","GRU","preco","preco","0","60","0.00","25.78"
"preço diaria estacionamento aeroporto curitiba","CWB","preco","preco","0","10","0.00","8.90"
"preço diaria estacionamento aeroporto guarulhos","GRU","preco","preco","0","97","0.00","24.77"
"preço diária estacionamento aeroporto de guarulhos","GRU","preco","preco","0","4","0.00","11.25"
"preço diária estacionamento confins","CNF","preco","preco","0","1","0.00","12.00"
"preço do estacionamento aeroporto de guarulhos","GRU","preco","preco","0","116","0.00","39.68"
"preço do estacionamento do aeroporto afonso pena","CWB","preco","preco","0","18","0.00","5.83"
"preço do estacionamento do aeroporto de confins","CNF","preco","preco","0","41","0.00","18.61"
"preço do estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","518","0.00","28.41"
"preço do estacionamento do aeroporto de viracopos","VCP","preco","preco","0","75","0.00","10.25"
"preço do estacionamento no aeroporto de confins","CNF","preco","preco","0","11","0.00","8.55"
"preço do estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","192","0.00","30.45"
"preço estacionamento aeroporto campinas","VCP","preco","preco","0","98","0.00","9.32"
"preço estacionamento aeroporto confins","CNF","preco","preco","0","152","0.00","16.97"
"preço estacionamento aeroporto de confins","CNF","preco","preco","0","8","0.00","1.25"
"preço estacionamento aeroporto de guarulhos","GRU","preco","preco","0","147","0.00","31.69"
"preço estacionamento aeroporto de guarulhos gru 15 dias","GRU","preco","preco","0","18","0.00","16.72"
"preço estacionamento aeroporto de guarulhos gru 2026","GRU","preco","preco","0","32","0.00","14.13"
"preço estacionamento aeroporto guarulhos gru 2026","GRU","preco","preco","0","16","0.00","14.56"
"preço estacionamento aeroporto guarulhos terminal 3","GRU","preco","preco","0","11","0.00","4.45"
"preço estacionamento dentro aeroporto confins","CNF","proximidade","proximidade preco","0","4","0.00","19.50"
"preço estacionamento gru","GRU","preco","preco","0","101","0.00","25.97"
"preço estacionamento guarulhos aeroporto","GRU","preco","preco","0","1","0.00","1.00"
"preço estacionamento terminal 2 guarulhos","GRU","preco","preco","0","2","0.00","1.00"
"preço estacionamento terminal 2 guarulhos gru 2026","GRU","preco","preco","0","6","0.00","14.00"
"preço estacionamento terminal 3 guarulhos","GRU","preco","preco","0","7","0.00","5.86"
"preço estacionamento terminal 3 guarulhos gru","GRU","preco","preco","0","6","0.00","15.33"
"preço passagem guarulhos","GRU","preco","preco","0","1","0.00","1.00"
"preços de comfort hotel guarulhos aeroporto","GRU","preco","preco","0","1","0.00","2.00"
"preços de golden park campinas viracopos","VCP","preco","preco","0","1","0.00","6.00"
"preços de hotel pullman são paulo guarulhos airport","GRU","preco","preco","0","6","0.00","2.00"
"preços de hotel slaviero guarulhos","GRU","preco","preco","0","2","0.00","2.00"
"preços de ibis confins aeroporto","CNF","preco","preco","0","1","0.00","2.00"
"preços de ibis guarulhos aeroporto","GRU","preco","preco","0","3","0.00","2.00"
"preços de siesta box viracopos","VCP","preco","preco","0","2","0.00","2.00"
"preços de tryp by wyndham sao paulo guarulhos airport","GRU","preco","preco","0","1","0.00","2.00"
"preços estacionamento aeroporto confins","CNF","preco","preco","0","13","0.00","4.46"
"preços estacionamento aeroporto guarulhos","GRU","preco","preco","0","127","0.00","39.94"
"promoção estacionamento aeroporto guarulhos","GRU","barato","barato","0","34","0.00","40.62"
"pátio guarulhos valor diária","GRU","preco","preco","0","19","0.00","19.00"
"quais estacionamentos perto de viracopos oferecem traslado gratuito até o terminal?","VCP","proximidade","proximidade","0","28","0.00","5.39"
"quais são os benefícios de usar um estacionamento privado com transfer perto do gru?","GRU","proximidade","proximidade","0","5","0.00","6.40"
"qual a distancia do aeroporto de guarulhos para congonhas","GRU","proximidade","proximidade","0","1","0.00","1.00"
"qual a diária do estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","8","0.00","2.38"
"qual a estação de metrô mais próxima do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","1.00"
"qual a rodoviária mais próxima do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","2.00"
"qual aeroporto mais proximo de curitiba","CWB","proximidade","proximidade","0","2","0.00","1.00"
"qual aeroporto mais próximo de campinas","VCP","proximidade","proximidade","0","1","0.00","1.00"
"qual estacionamento dentro do aeroporto de guarulhos","GRU","proximidade","proximidade","0","3","0.00","10.33"
"qual estacionamento dentro do aeroporto de viracopos","VCP","proximidade","proximidade","0","6","0.00","6.83"
"qual estacionamento mais proximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","20","0.00","16.55"
"qual estacionamento mais próximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","60","0.00","30.80"
"qual o estacionamento com melhor custo-benefício no aeroporto de viracopos campinas em 2025?","VCP","preco","preco","0","9","0.00","8.78"
"qual o estacionamento mais barato do aeroporto de confins","CNF","barato","barato","0","2","0.00","13.00"
"qual o estacionamento mais próximo do aeroporto de confins","CNF","proximidade","proximidade","0","2","0.00","6.00"
"qual o estacionamento mais próximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","64","0.00","31.88"
"qual o preço do estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","84","0.00","20.71"
"qual o shopping mais próximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","3.00"
"qual o terminal rodoviário mais próximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","1.00"
"qual o valor da diária do estacionamento de guarulhos","GRU","preco","preco","0","50","0.00","39.98"
"qual o valor da diária no estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","71","0.00","23.48"
"qual o valor da hora do estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","2","0.00","1.00"
"qual o valor de estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","2","0.00","6.50"
"qual o valor do estacionamento de guarulhos","GRU","preco","preco","0","11","0.00","2.82"
"qual o valor do estacionamento dentro do aeroporto de guarulhos","GRU","proximidade","proximidade preco","0","3","0.00","4.67"
"qual o valor do estacionamento do aeroporto de campinas","VCP","preco","preco","0","2","0.00","1.00"
"qual o valor do estacionamento do aeroporto de guarulhos terminal 3","GRU","preco","preco","0","2","0.00","1.00"
"qual o valor do estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","251","0.00","23.73"
"qual o valor do estacionamento no aeroporto de viracopos","VCP","preco","preco","0","49","0.00","7.43"
"qual o valor para deixar o carro no aeroporto de guarulhos","GRU","preco","preco","0","1","0.00","10.00"
"qual rodoviária fica mais perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","3.00"
"qual rodoviária mais perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","1.00"
"qual shopping mais proximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","3.00"
"qual valor da diaria do estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","77","0.00","36.97"
"qual valor da diaria no estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","69","0.00","33.90"
"qual valor do estacionamento aeroporto de guarulhos","GRU","preco","preco","0","4","0.00","4.00"
"qual valor do estacionamento do aeroporto de confins","CNF","preco","preco","0","41","0.00","6.24"
"qual valor do estacionamento do aeroporto de curitiba","CWB","preco","preco","0","37","0.00","9.32"
"qual valor do estacionamento do aeroporto de viracopos","VCP","preco","preco","0","9","0.00","2.44"
"qual valor do estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","58","0.00","34.78"
"qual valor estacionamento aeroporto guarulhos","GRU","preco","preco","0","115","0.00","19.52"
"qual valor para deixar o carro no aeroporto de guarulhos","GRU","preco","preco","0","56","0.00","43.02"
"qual é o estacionamento dentro do aeroporto de confins","CNF","proximidade","proximidade","0","125","0.00","8.18"
"qual é o estacionamento dentro do aeroporto de guarulhos","GRU","proximidade","proximidade","0","57","0.00","46.04"
"qual é o estacionamento dentro do aeroporto de viracopos","VCP","proximidade","proximidade","0","67","0.00","4.24"
"qual é o valor do estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","83","0.00","31.01"
"quanto custa a diaria do estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","120","0.00","22.22"
"quanto custa a diaria no aeroporto de guarulhos","GRU","preco","preco","0","107","0.00","26.46"
"quanto custa a diaria no estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","93","0.00","26.86"
"quanto custa a diária de estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","5","0.00","1.00"
"quanto custa a diária do estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","65","0.00","34.48"
"quanto custa a diária no estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","4","0.00","18.00"
"quanto custa a hora no estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","14","0.00","5.07"
"quanto custa deixar o carro no aeroporto de confins","CNF","preco","preco","0","20","0.00","3.40"
"quanto custa deixar o carro no aeroporto de guarulhos em 15 dias?","GRU","preco","preco","0","1","0.00","9.00"
"quanto custa deixar o carro no aeroporto de viracopos","VCP","preco","preco","0","331","0.00","7.82"
"quanto custa deixar o carro no estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","1","0.00","1.00"
"quanto custa diaria estacionamento aeroporto guarulhos","GRU","preco","preco","0","79","0.00","31.96"
"quanto custa dormir no aeroporto de guarulhos","GRU","preco","preco","0","1","0.00","3.00"
"quanto custa estacionamento aeroporto guarulhos","GRU","preco","preco","0","86","0.00","27.10"
"quanto custa estacionamento aeroporto viracopos","VCP","preco","preco","0","55","0.00","4.67"
"quanto custa estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","77","0.00","45.99"
"quanto custa estacionamento em viracopos","VCP","preco","preco","0","13","0.00","10.54"
"quanto custa estacionamento no aeroporto de confins","CNF","preco","preco","0","13","0.00","3.46"
"quanto custa estacionar em viracopos","VCP","preco","preco","0","5","0.00","6.60"
"quanto custa estacionar no aeroporto de confins","CNF","preco","preco","0","7","0.00","6.86"
"quanto custa estacionar no aeroporto de guarulhos","GRU","preco","preco","0","145","0.00","35.15"
"quanto custa estacionar no aeroporto de viracopos","VCP","preco","preco","0","1","0.00","13.00"
"quanto custa o aeroporto de guarulhos","GRU","preco","preco","0","1","0.00","82.00"
"quanto custa o estacionamento do aeroporto de confins","CNF","preco","preco","0","31","0.00","3.23"
"quanto custa o estacionamento do aeroporto de curitiba","CWB","preco","preco","0","129","0.00","9.14"
"quanto custa o estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","152","0.00","19.26"
"quanto custa o estacionamento no aeroporto de viracopos","VCP","preco","preco","0","28","0.00","8.32"
"quanto custa para deixar o carro no aeroporto de confins","CNF","preco","preco","0","12","0.00","2.75"
"quanto custa para deixar o carro no aeroporto de curitiba","CWB","preco","preco","0","56","0.00","8.05"
"quanto custa para deixar o carro no aeroporto de guarulhos","GRU","preco","preco","0","74","0.00","27.89"
"quanto custa para deixar o carro no aeroporto de viracopos","VCP","preco","preco","0","1","0.00","1.00"
"quanto custa para estacionar no aeroporto de guarulhos","GRU","preco","preco","0","46","0.00","40.22"
"quanto fica para deixar o carro no aeroporto de guarulhos","GRU","preco","preco","0","1","0.00","1.00"
"quanto é a diaria do estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","119","0.00","19.80"
"restaurante barato aeroporto guarulhos","GRU","barato","barato","0","1","0.00","3.00"
"restaurante perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","2.00"
"rodoviaria mais próximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","1.00"
"rodoviária dentro do aeroporto de guarulhos","GRU","proximidade","proximidade","0","2","0.00","1.00"
"shopping guarulhos perto do aeroporto","GRU","proximidade","proximidade","0","1","0.00","3.00"
"shopping internacional guarulhos distância aeroporto","GRU","proximidade","proximidade","0","4","0.00","1.50"
"shopping mais perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","2","0.00","3.00"
"shopping mais proximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","2.00"
"shopping perto aeroporto guarulhos","GRU","proximidade","proximidade","0","1","0.00","2.00"
"shopping perto de confins","CNF","proximidade","proximidade","0","1","0.00","1.00"
"shopping perto do aeroporto de confins","CNF","proximidade","proximidade","0","2","0.00","1.00"
"shopping perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","2.00"
"shopping perto do aeroporto de viracopos","VCP","proximidade","proximidade","0","1","0.00","3.00"
"shopping proximo aeroporto confins","CNF","proximidade","proximidade","0","1","0.00","1.00"
"shopping proximo aeroporto guarulhos","GRU","proximidade","proximidade","0","1","0.00","2.00"
"shopping próximo ao aeroporto de confins","CNF","proximidade","proximidade","0","1","0.00","1.00"
"shopping próximo ao aeroporto de guarulhos","GRU","proximidade","proximidade","0","3","0.00","2.00"
"tabela estacionamento aeroporto guarulhos","GRU","preco","preco","0","41","0.00","40.88"
"tabela tarifas estacionamento oficial gru airport 2026","GRU","preco","preco","0","1","0.00","8.00"
"tabela tarifas estacionamento oficial gru indigo 2026","GRU","preco","preco","0","1","0.00","10.00"
"tarifa estacionamento aeroporto guarulhos","GRU","preco","preco","0","69","0.00","35.17"
"tarifa gru airport","GRU","preco","preco","0","1","0.00","5.00"
"taxa gru valor","GRU","preco","preco","0","1","0.00","1.00"
"telefone do estacionamento dentro do aeroporto de confins","CNF","proximidade","proximidade","0","4","0.00","85.50"
"tem hotel dentro do aeroporto de campinas","VCP","proximidade","proximidade","0","2","0.00","2.50"
"tem hotel dentro do aeroporto de confins","CNF","proximidade","proximidade","0","2","0.00","15.50"
"tem hotel dentro do aeroporto de guarulhos","GRU","proximidade","proximidade","0","6","0.00","2.67"
"tem hotel dentro do aeroporto de guarulhos?","GRU","proximidade","proximidade","0","1","0.00","3.00"
"tem hotel dentro do aeroporto de viracopos","VCP","proximidade","proximidade","0","5","0.00","2.00"
"tem shopping perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","2","0.00","2.00"
"tenho medo de deixar meu carro estacionado por muitos dias perto do aeroporto de guarulhos, é seguro?","GRU","proximidade","proximidade","0","1","0.00","7.00"
"táxi aeroporto confins preço","CNF","preco","preco","0","1","0.00","1.00"
"táxi aeroporto guarulhos preço","GRU","preco","preco","0","1","0.00","1.00"
"táxi aeroporto guarulhos preço fixo","GRU","preco","preco","0","6","0.00","1.00"
"uber aeroporto guarulhos preço fixo","GRU","preco","preco","0","5","0.00","1.00"
"valor aeroporto guarulhos","GRU","preco","preco","0","10","0.00","6.80"
"valor da diaria aeroporto de guarulhos","GRU","preco","preco","0","9","0.00","13.00"
"valor da diaria de estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","56","0.00","33.38"
"valor da diaria do estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","15","0.00","3.47"
"valor da diaria estacionamento viracopos","VCP","preco","preco","0","28","0.00","10.50"
"valor da diaria no aeroporto de guarulhos sp","GRU","preco","preco","0","31","0.00","49.03"
"valor da diaria no estacionamento do aeroporto de confins","CNF","preco","preco","0","55","0.00","8.38"
"valor da diária do estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","97","0.00","25.74"
"valor da passagem de avião de belo horizonte para são paulo","CNF","preco","preco","0","1","0.00","3.00"
"valor da taxa gru","GRU","preco","preco","0","1","0.00","1.00"
"valor de estacionamento aeroporto curitiba","CWB","preco","preco","0","1","0.00","11.00"
"valor de estacionamento aeroporto guarulhos","GRU","preco","preco","0","17","0.00","54.65"
"valor de estacionamento no aeroporto de confins","CNF","preco","preco","0","40","0.00","6.35"
"valor de estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","159","0.00","28.91"
"valor de estacionamento no aeroporto de viracopos","VCP","preco","preco","0","141","0.00","7.89"
"valor diaria aeroporto confins","CNF","preco","preco","0","16","0.00","6.50"
"valor diaria aeroporto guarulhos","GRU","preco","preco","0","186","0.00","17.05"
"valor diaria estacionamento aeroporto confins","CNF","preco","preco","0","2","0.00","1.00"
"valor diaria estacionamento aeroporto guarulhos","GRU","preco","preco","0","397","0.00","30.56"
"valor diaria estacionamento guarulhos","GRU","preco","preco","0","2","0.00","13.00"
"valor diária estacionamento aeroporto guarulhos 2026","GRU","preco","preco","0","39","0.00","40.00"
"valor diária estacionamento aeroporto confins","CNF","preco","preco","0","46","0.00","6.61"
"valor diária estacionamento aeroporto guarulhos","GRU","preco","preco","0","37","0.00","14.65"
"valor do estacionamento aeroporto curitiba","CWB","preco","preco","0","2","0.00","11.00"
"valor do estacionamento aeroporto de guarulhos","GRU","preco","preco","0","264","0.00","39.09"
"valor do estacionamento aeroporto de viracopos","VCP","preco","preco","0","19","0.00","11.89"
"valor do estacionamento aeroporto guarulhos","GRU","preco","preco","0","70","0.00","33.84"
"valor do estacionamento aeroporto viracopos","VCP","preco","preco","0","281","0.00","8.27"
"valor do estacionamento de guarulhos","GRU","preco","preco","0","61","0.00","25.30"
"valor do estacionamento dentro do aeroporto de guarulhos","GRU","proximidade","proximidade preco","0","95","0.00","35.49"
"valor do estacionamento do aeroporto de confins","CNF","preco","preco","0","59","0.00","14.42"
"valor do estacionamento do aeroporto de guarulhos por hora","GRU","preco","preco","0","5","0.00","5.00"
"valor do estacionamento do aeroporto de guarulhos terminal 2","GRU","preco","preco","0","1","0.00","59.00"
"valor do estacionamento do aeroporto de guarulhos terminal 3","GRU","preco","preco","0","24","0.00","48.00"
"valor do estacionamento do aeroporto guarulhos","GRU","preco","preco","0","3","0.00","1.00"
"valor do estacionamento em guarulhos","GRU","preco","preco","0","115","0.00","38.72"
"valor do estacionamento em guarulhos aeroporto","GRU","preco","preco","0","2","0.00","7.00"
"valor do estacionamento em viracopos","VCP","preco","preco","0","271","0.00","8.62"
"valor do estacionamento no aeroporto de campinas","VCP","preco","preco","0","7","0.00","2.29"
"valor do estacionamento no aeroporto de confins","CNF","preco","preco","0","223","0.00","8.93"
"valor do estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","467","0.00","14.69"
"valor do estacionamento viracopos","VCP","preco","preco","0","227","0.00","9.35"
"valor edificio garagem viracopos","VCP","preco","preco","0","4","0.00","10.75"
"valor estacionamento aeroporto de confins","CNF","preco","preco","0","11","0.00","15.00"
"valor estacionamento aeroporto de guarulhos","GRU","preco","preco","0","119","0.00","25.51"
"valor estacionamento aeroporto de viracopos","VCP","preco","preco","0","4","0.00","6.00"
"valor estacionamento aeroporto gru","GRU","preco","preco","0","2","0.00","1.00"
"valor estacionamento aeroporto guarulhos gru 2026","GRU","preco","preco","0","21","0.00","13.33"
"valor estacionamento aeroporto guarulhos terminal 2 por hora","GRU","preco","preco","0","2","0.00","2.00"
"valor estacionamento aeroporto guarulhos terminal 3","GRU","preco","preco","0","186","0.00","23.30"
"valor estacionamento confins","CNF","preco","preco","0","12","0.00","3.58"
"valor estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","14","0.00","3.21"
"valor estacionamento gru","GRU","preco","preco","0","66","0.00","31.03"
"valor estacionamento gru terminal 2","GRU","preco","preco","0","2","0.00","1.50"
"valor estacionamento gru terminal 3","GRU","preco","preco","0","30","0.00","47.70"
"valor estacionamento guarulhos","GRU","preco","preco","0","162","0.00","24.44"
"valor estacionamento guarulhos aeroporto","GRU","preco","preco","0","71","0.00","41.51"
"valor estacionamento guarulhos terminal 3","GRU","preco","preco","0","5","0.00","1.00"
"valor estacionamento ibis confins","CNF","preco","preco","0","3","0.00","28.33"
"valor estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","694","0.00","45.01"
"valor estacionamento rodoferroviária curitiba","CWB","preco","preco","0","5","0.00","1.00"
"valor estacionamento rodoviária campinas","VCP","preco","preco","0","2","0.00","68.00"
"valor estacionamento rodoviária curitiba","CWB","preco","preco","0","4","0.00","24.00"
"valor estacionamento sesc guarulhos","GRU","preco","preco","0","1","0.00","13.00"
"valor estacionamento shopping estação curitiba","CWB","preco","preco","0","1","0.00","1.00"
"valor estacionamento terminal 2 guarulhos","GRU","preco","preco","0","6","0.00","1.00"
"valor estacionamento terminal 3 guarulhos","GRU","preco","preco","0","37","0.00","34.35"
"valor estacionamento viracopos diaria","VCP","preco","preco","0","128","0.00","10.77"
"valor guarda volumes guarulhos","GRU","preco","preco","0","1","0.00","46.00"
"valor hora estacionamento aeroporto guarulhos","GRU","preco","preco","0","7","0.00","1.00"
"valor para deixar o carro no aeroporto de curitiba","CWB","preco","preco","0","3","0.00","1.00"
"valor para deixar o carro no aeroporto de guarulhos","GRU","preco","preco","0","67","0.00","46.69"
"valor para estacionar no aeroporto de guarulhos","GRU","preco","preco","0","1","0.00","1.00"
"valores de estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","81","0.00","31.88"
"valores estacionamento aeroporto confins","CNF","preco","preco","0","17","0.00","4.47"
"valores estacionamento aeroporto guarulhos","GRU","preco","preco","0","131","0.00","22.23"
