"consulta","cliques","impressoes","ctr","posicao"
"estacionamento no santos dumont","0","120","0.00","11.34"
"estacionamento no terminal 3 do aeroporto de guarulhos","0","3","0.00","1.00"
"estacionamento no terminal rodoviário tietê","0","1","0.00","13.00"
"estacionamento no terminal tiete","0","297","0.00","12.44"
"estacionamento no tiete","0","17","0.00","2.88"
"estacionamento no viracopos","0","40","0.00","6.40"
"estacionamento noturno perto de mim","0","1","0.00","1.00"
"estacionamento nova iguaçu","0","287","0.00","10.33"
"estacionamento nova iguaçu centro","0","4","0.00","11.75"
"estacionamento oerto de mim","0","1","0.00","10.00"
"estacionamento oficial (estapar)","0","2","0.00","8.50"
"estacionamento oficial (indigo)","0","8","0.00","7.38"
"estacionamento oficial (parkindigo)","0","2","0.00","6.50"
"estacionamento oficial aeroporto afonso pena","0","52","0.00","8.38"
"estacionamento oficial aeroporto curitiba","0","172","0.00","7.92"
"estacionamento oficial aeroporto de congonhas","0","15","0.00","8.07"
"estacionamento oficial aeroporto de curitiba","0","3","0.00","11.67"
"estacionamento oficial aeroporto de guarulhos","0","57","0.00","30.68"
"estacionamento oficial aeroporto guarulhos","0","248","0.00","23.01"
"estacionamento oficial aeroporto guarulhos terminal 2","0","1","0.00","1.00"
"estacionamento oficial aeroporto guarulhos terminal 3","0","1","0.00","1.00"
"estacionamento oficial aeroporto navegantes","0","35","0.00","2.94"
"estacionamento oficial aeroporto viracopos","0","343","0.00","4.27"
"estacionamento oficial congonhas","0","88","0.00","2.01"
"estacionamento oficial de guarulhos","0","7","0.00","16.86"
"estacionamento oficial do aeroporto de congonhas","0","42","0.00","3.26"
"estacionamento oficial do aeroporto de guarulhos","0","66","0.00","32.23"
"estacionamento oficial edifício-garagem aeroporto de viracopos","0","39","0.00","8.77"
"estacionamento oficial gru","0","9","0.00","4.44"
"estacionamento oficial gru airport","0","2","0.00","1.00"
"estacionamento oficial guarulhos","0","6","0.00","9.67"
"estacionamento oficial guarulhos aeroporto","0","2","0.00","11.00"
"estacionamento oficial viracopos","0","371","0.00","7.97"
"estacionamento one park","0","1","0.00","11.00"
"estacionamento oscar niemeyer","0","2","0.00","1.00"
"estacionamento p1 aeroporto confins","0","6","0.00","2.50"
"estacionamento p2 aeroporto lisboa","0","1","0.00","46.00"
"estacionamento p2 confins","0","4","0.00","2.25"
"estacionamento p3 aeroporto de lisboa","0","5","0.00","33.60"
"estacionamento p3 aeroporto lisboa","0","17","0.00","46.71"
"estacionamento p3 confins","0","1","0.00","2.00"
"estacionamento p5 aeroporto lisboa","0","1","0.00","37.00"
"estacionamento p6 aeroporto de lisboa","0","4","0.00","3.75"
"estacionamento p6 aeroporto lisboa","0","4","0.00","1.00"
"estacionamento para alugar em curitiba direto com o proprietário","0","2","0.00","1.00"
"estacionamento para caminhão perto de mim","0","3","0.00","7.00"
"estacionamento para caminhões próximo a mim","0","2","0.00","8.50"
"estacionamento para cruzeiros","0","2","0.00","1.00"
"estacionamento para deixar o carro no aeroporto de congonhas","0","1","0.00","1.00"
"estacionamento para deixar o carro no aeroporto de guarulhos","0","25","0.00","51.72"
"estacionamento para mensalista","0","2","0.00","1.00"
"estacionamento para motos","0","1","0.00","2.00"
"estacionamento para o aeroporto de guarulhos","0","30","0.00","62.80"
"estacionamento parada dos navios","0","3","0.00","44.67"
"estacionamento pare bem confins","0","2","0.00","1.50"
"estacionamento pare seguro guarulhos","0","2","0.00","7.00"
"estacionamento parebem","0","13","0.00","17.31"
"estacionamento park","0","20","0.00","8.10"
"estacionamento park & ride","0","1","0.00","13.00"
"estacionamento park 222","0","19","0.00","25.84"
"estacionamento park 222 guarulhos","0","9","0.00","5.44"
"estacionamento park aeroporto","0","1","0.00","11.00"
"estacionamento park board","0","46","0.00","49.35"
"estacionamento park catete 24h","0","1","0.00","2.00"
"estacionamento park confins oficial","0","49","0.00","9.76"
"estacionamento park guarulhos","0","30","0.00","54.50"
"estacionamento park shopping valor","0","1","0.00","2.00"
"estacionamento parking","0","30","0.00","50.83"
"estacionamento parking4you","0","1","0.00","3.00"
"estacionamento parque confins","0","78","0.00","10.65"
"estacionamento parque ibirapuera valor","0","5","0.00","1.00"
"estacionamento particular perto de mim","0","4","0.00","9.75"
"estacionamento partidas aeroporto lisboa","0","1","0.00","1.00"
"estacionamento patio brasil valor","0","1","0.00","1.00"
"estacionamento patio confins é confiavel","0","2","0.00","10.50"
"estacionamento paulista","0","5","0.00","29.60"
"estacionamento paço alfandega","0","1","0.00","41.00"
"estacionamento pernoite","0","3","0.00","7.67"
"estacionamento pernoite perto de mim","0","16","0.00","7.13"
"estacionamento personalite aeroporto guarulhos","0","1","0.00","3.00"
"estacionamento personnalite guarulhos","0","2","0.00","5.00"
"estacionamento pertinho aeroporto","0","1","0.00","3.00"
"estacionamento pertinho confins","0","1","0.00","1.00"
"estacionamento perto","0","111","0.00","9.66"
"estacionamento perto aeroporto confins","0","90","0.00","27.62"
"estacionamento perto aeroporto de guarulhos","0","179","0.00","51.00"
"estacionamento perto aeroporto florianópolis","0","4","0.00","2.00"
"estacionamento perto aeroporto guarulhos mais barato","0","2","0.00","1.50"
"estacionamento perto aeroporto lisboa","0","7","0.00","62.86"
"estacionamento perto aeroporto porto alegre","0","6","0.00","35.83"
"estacionamento perto da","0","1","0.00","7.00"
"estacionamento perto da rodoviaria tiete","0","17","0.00","7.76"
"estacionamento perto da rodoviária","0","1","0.00","11.00"
"estacionamento perto da rodoviária de campinas","0","1","0.00","10.00"
"estacionamento perto da rodoviária de curitiba","0","1","0.00","2.00"
"estacionamento perto da santa casa","0","1","0.00","1.00"
"estacionamento perto daqui","0","2","0.00","12.00"
"estacionamento perto de","0","4","0.00","7.00"
"estacionamento perto de confins","0","63","0.00","38.06"
"estacionamento perto de congonhas aeroporto","0","4","0.00","1.00"
"estacionamento perto de guarulhos","0","257","0.00","52.52"
"estacionamento perto de guarulhos aeroporto","0","20","0.00","53.70"
"estacionamento perto de mi","0","1","0.00","6.00"
"estacionamento perto de mim 24 horas","0","2","0.00","12.00"
"estacionamento perto de mim aberto","0","3","0.00","36.00"
"estacionamento perto de mim abertos agora","0","2","0.00","37.00"
"estacionamento perto de mim agora","0","1","0.00","13.00"
"estacionamento perto de mim dentro de 400 m","0","33","0.00","16.70"
"estacionamento perto de mim dentro de 400 m abertos agora","0","2","0.00","12.00"
"estacionamento perto de mim dentro de 800 m","0","1","0.00","11.00"
"estacionamento perto de min","0","2","0.00","12.00"
"estacionamento perto de mjm","0","1","0.00","13.00"
"estacionamento perto de.mim","0","12","0.00","11.00"
"estacionamento perto dentro de 400 m","0","1","0.00","10.00"
"estacionamento perto do","0","10","0.00","9.00"
"estacionamento perto do aeroporto confins","0","113","0.00","39.30"
"estacionamento perto do aeroporto curitiba","0","1","0.00","12.00"
"estacionamento perto do aeroporto de brasilia","0","13","0.00","21.08"
"estacionamento perto do aeroporto de confins","0","101","0.00","22.81"
"estacionamento perto do aeroporto de congonhas com traslado","0","1","0.00","1.00"
"estacionamento perto do aeroporto de congonhas sp","0","2","0.00","8.00"
"estacionamento perto do aeroporto de cuiaba","0","2","0.00","5.00"
"estacionamento perto do aeroporto de guarulhos barato","0","52","0.00","32.19"
"estacionamento perto do aeroporto de guarulhos com traslado","0","100","0.00","44.03"
"estacionamento perto do aeroporto de guarulhos sp","0","1","0.00","2.00"
"estacionamento perto do aeroporto de ribeirão preto","0","3","0.00","2.00"
"estacionamento perto do aeroporto de salvador","0","4","0.00","6.25"
"estacionamento perto do aeroporto de uberlândia","0","1","0.00","2.00"
"estacionamento perto do aeroporto de vitória","0","4","0.00","10.00"
"estacionamento perto do aeroporto guarulhos","0","608","0.00","47.59"
"estacionamento perto do aeroporto salgado filho","0","15","0.00","21.07"
"estacionamento perto do anhembi","0","1","0.00","1.00"
"estacionamento perto do busca busca santo amaro","0","1","0.00","1.00"
"estacionamento perto do expo center norte","0","1","0.00","1.00"
"estacionamento perto do galeao rj","0","1","0.00","2.00"
"estacionamento perto do galeão","0","3","0.00","5.00"
"estacionamento perto do metro butanta","0","2","0.00","1.00"
"estacionamento perto do shopping curitiba","0","1","0.00","1.00"
"estacionamento perto do terminal tiete","0","28","0.00","9.96"
"estacionamento perto do viracopos","0","55","0.00","6.44"
"estacionamento perto guarulhos","0","1","0.00","4.00"
"estacionamento perto viracopos campinas","0","3","0.00","1.00"
"estacionamento plenty park","0","68","0.00","7.62"
"estacionamento ponce park","0","98","0.00","12.53"
"estacionamento ponce park guarulhos","0","8","0.00","9.75"
"estacionamento por perto","0","13","0.00","15.15"
"estacionamento portal","0","19","0.00","11.37"
"estacionamento portal do mel","0","2","0.00","45.00"
"estacionamento portal florianopolis","0","1","0.00","7.00"
"estacionamento portal florianópolis","0","9","0.00","6.78"
"estacionamento porto","0","1","0.00","62.00"
"estacionamento porto canaveral","0","1","0.00","1.00"
"estacionamento porto de santos","0","12","0.00","1.00"
"estacionamento porto do recife","0","10","0.00","77.70"
"estacionamento porto santos","0","1","0.00","1.00"
"estacionamento portuguesa tiete","0","8","0.00","13.88"
"estacionamento posto sakamoto","0","1","0.00","2.00"
"estacionamento premium","0","26","0.00","7.08"
"estacionamento premium aeroporto curitiba","0","123","0.00","9.82"
"estacionamento premium b guarulhos","0","7","0.00","1.00"
"estacionamento premium confins","0","17","0.00","10.12"
"estacionamento premium park afonso pena","0","10","0.00","9.40"
"estacionamento premium terminal 2 guarulhos","0","7","0.00","1.57"
"estacionamento premium terminal 3 guarulhos","0","2","0.00","1.00"
"estacionamento prime","0","188","0.00","9.33"
"estacionamento privado","0","1","0.00","1.00"
"estacionamento privado perto de mim","0","1","0.00","11.00"
"estacionamento procimo","0","2","0.00","11.50"
"estacionamento proximo","0","687","0.00","12.14"
"estacionamento proximo a confins","0","27","0.00","17.96"
"estacionamento proximo a congonhas com transfer","0","6","0.00","6.17"
"estacionamento proximo a guarulhos aeroporto","0","1","0.00","10.00"
"estacionamento proximo a mim","0","24","0.00","8.71"
"estacionamento proximo a rodoviaria do tiete","0","44","0.00","9.50"
"estacionamento proximo a viracopos campinas","0","7","0.00","5.29"
"estacionamento proximo aeroporto curitiba","0","90","0.00","21.26"
"estacionamento proximo aeroporto gru","0","24","0.00","54.50"
"estacionamento proximo aeroporto guarulhos barato","0","61","0.00","31.77"
"estacionamento proximo aeroporto porto alegre","0","21","0.00","37.90"
"estacionamento proximo aeroporto vitoria","0","2","0.00","4.00"
"estacionamento proximo allianz parque","0","1","0.00","1.00"
"estacionamento proximo ao aeroporto de confins","0","62","0.00","26.21"
"estacionamento proximo ao aeroporto de confins mg","0","15","0.00","1.13"
"estacionamento proximo ao aeroporto de congonhas com traslado","0","1","0.00","4.00"
"estacionamento proximo ao aeroporto de guarulhos","0","66","0.00","36.80"
"estacionamento proximo ao aeroporto florianópolis","0","4","0.00","2.00"
"estacionamento proximo ao aeroporto galeão","0","2","0.00","22.00"
"estacionamento proximo ao aeroporto salvador","0","3","0.00","9.67"
"estacionamento proximo ao aeroporto viracopos campinas","0","4","0.00","3.75"
"estacionamento proximo catedral da se","0","1","0.00","2.00"
"estacionamento proximo confins","0","7","0.00","11.71"
"estacionamento proximo congonhas","0","129","0.00","33.45"
"estacionamento proximo de congonhas","0","9","0.00","23.33"
"estacionamento proximo de mim","0","5","0.00","9.00"
"estacionamento proximo do aeroporto de congonhas","0","102","0.00","34.15"
"estacionamento proximo do aeroporto de guarulhos","0","154","0.00","61.60"
"estacionamento proximo gru","0","7","0.00","47.14"
"estacionamento proximo guarulhos","0","30","0.00","50.53"
"estacionamento proximo metro butanta","0","1","0.00","4.00"
"estacionamento proximo santos dumont","0","6","0.00","12.33"
"estacionamento proximo terminal tiete","0","1","0.00","17.00"
"estacionamento proximos","0","5","0.00","8.00"
"estacionamento proximos a mim","0","2","0.00","6.00"
"estacionamento próximo","0","326","0.00","16.00"
"estacionamento próximo a","0","2","0.00","12.50"
"estacionamento próximo a guarulhos","0","15","0.00","41.60"
"estacionamento próximo a mim","0","56","0.00","9.75"
"estacionamento próximo a mim dentro de 400 m","0","5","0.00","12.60"
"estacionamento próximo a mim dentro de 800 m","0","11","0.00","11.55"
"estacionamento próximo a minha localização","0","1","0.00","12.00"
"estacionamento próximo a ponte da amizade","0","1","0.00","2.00"
"estacionamento próximo a rodoviária de curitiba","0","1","0.00","2.00"
"estacionamento próximo aeroporto confins","0","14","0.00","19.14"
"estacionamento próximo aeroporto cuiabá","0","17","0.00","12.29"
"estacionamento próximo aeroporto de brasília","0","5","0.00","14.40"
"estacionamento próximo aeroporto de confins","0","87","0.00","31.94"
"estacionamento próximo aeroporto de curitiba","0","35","0.00","9.26"
"estacionamento próximo aeroporto de goiânia","0","1","0.00","12.00"
"estacionamento próximo aeroporto florianópolis","0","1","0.00","2.00"
"estacionamento próximo aeroporto guarulhos","0","848","0.00","51.78"
"estacionamento próximo aeroporto porto alegre","0","1","0.00","57.00"
"estacionamento próximo aeroporto salgado filho","0","18","0.00","26.22"
"estacionamento próximo aeroporto salvador","0","3","0.00","5.00"
"estacionamento próximo ao","0","22","0.00","8.09"
"estacionamento próximo ao aeroporto de confins","0","95","0.00","22.20"
"estacionamento próximo ao aeroporto de florianópolis","0","4","0.00","2.25"
"estacionamento próximo ao aeroporto de guarulhos com traslado","0","28","0.00","33.36"
"estacionamento próximo ao aeroporto de londrina","0","5","0.00","12.40"
"estacionamento próximo ao aeroporto de salvador","0","5","0.00","8.20"
"estacionamento próximo ao aeroporto de são josé do rio preto","0","2","0.00","2.00"
"estacionamento próximo ao aeroporto de uberlândia","0","1","0.00","3.00"
"estacionamento próximo ao aeroporto de viracopos campinas","0","34","0.00","6.91"
"estacionamento próximo ao aeroporto de vitória","0","1","0.00","8.00"
"estacionamento próximo ao aeroporto de vitória es","0","1","0.00","11.00"
"estacionamento próximo ao aeroporto de várzea grande","0","5","0.00","10.00"
"estacionamento próximo ao aeroporto santos dumont rj","0","2","0.00","12.00"
"estacionamento próximo ao expominas","0","1","0.00","1.00"
"estacionamento próximo ao galeão","0","3","0.00","10.33"
"estacionamento próximo ao galeão rj","0","18","0.00","21.78"
"estacionamento próximo ao metrô butantã 24 horas","0","12","0.00","1.83"
"estacionamento próximo ao meu local","0","2","0.00","12.00"
"estacionamento próximo ao sambódromo anhembi","0","1","0.00","1.00"
"estacionamento próximo ao santos dumont","0","1","0.00","12.00"
"estacionamento próximo ao terminal tietê","0","7","0.00","6.29"
"estacionamento próximo congonhas","0","46","0.00","26.93"
"estacionamento próximo da minha localização","0","1","0.00","10.00"
"estacionamento próximo de mim","0","10","0.00","12.10"
"estacionamento próximo do aeroporto","0","24","0.00","38.13"
"estacionamento próximo do aeroporto de guarulhos","0","578","0.00","46.21"
"estacionamento próximo do porto de santos","0","1","0.00","1.00"
"estacionamento publico perto de mim","0","1","0.00","12.00"
"estacionamento puc campinas","0","1","0.00","3.00"
"estacionamento puerto iguazú aeroporto","0","1","0.00","4.00"
"estacionamento qualistage preço","0","1","0.00","1.00"
"estacionamento recife antigo","0","35","0.00","68.37"
"estacionamento rede park","0","2","0.00","48.00"
"estacionamento redpark aeroporto de lisboa","0","5","0.00","8.20"
"estacionamento remoto confins","0","4","0.00","1.50"
"estacionamento reserva cultural","0","2","0.00","75.50"
"estacionamento ribeirão preto","0","1","0.00","1.00"
"estacionamento ribeirão preto 24 horas","0","2","0.00","8.00"
"estacionamento ribeirão preto aeroporto","0","2","0.00","3.00"
"estacionamento rio de janeiro","0","68","0.00","13.82"
"estacionamento rio de janeiro centro","0","3","0.00","59.00"
"estacionamento rio galeao","0","103","0.00","20.48"
"estacionamento rio galeão","0","14","0.00","17.07"
"estacionamento rio park","0","8","0.00","63.75"
"estacionamento rio preto aeroporto","0","1","0.00","38.00"
"estacionamento riogaleão","0","25","0.00","37.40"
"estacionamento rodoviaria","0","1","0.00","1.00"
"estacionamento rodoviaria barra funda","0","1","0.00","2.00"
"estacionamento rodoviaria campinas","0","9","0.00","41.11"
"estacionamento rodoviaria curitiba","0","3","0.00","5.67"
"estacionamento rodoviaria de campinas","0","7","0.00","60.86"
"estacionamento rodoviaria de curitiba","0","1","0.00","3.00"
"estacionamento rodoviaria do tiete","0","95","0.00","9.93"
"estacionamento rodoviaria londrina","0","3","0.00","30.33"
"estacionamento rodoviaria tiete valor","0","56","0.00","9.59"
"estacionamento rodoviária curitiba","0","2","0.00","8.00"
"estacionamento rodoviária curitiba valor","0","1","0.00","1.00"
"estacionamento rodoviária de campinas","0","3","0.00","54.67"
"estacionamento rodoviária de curitiba","0","10","0.00","3.10"
"estacionamento rodoviária do tietê","0","161","0.00","9.35"
"estacionamento rodoviária tietê são paulo","0","5","0.00","10.60"
"estacionamento rotativo em guarulhos","0","2","0.00","1.50"
"estacionamento rotativo navegantes","0","2","0.00","1.00"
"estacionamento rua jose paulino","0","18","0.00","1.28"
"estacionamento rua jose paulino bom retiro","0","3","0.00","1.67"
"estacionamento rua riachuelo","0","1","0.00","5.00"
"estacionamento rua são caetano brás","0","1","0.00","1.00"
"estacionamento sacavem","0","1","0.00","5.00"
"estacionamento sakamoto guarulhos","0","5","0.00","33.20"
"estacionamento salgado filho aeroporto","0","1","0.00","14.00"
"estacionamento salgado filho porto alegre","0","6","0.00","8.67"
"estacionamento salvador aeroporto","0","4","0.00","7.25"
"estacionamento santa genoveva","0","2","0.00","11.00"
"estacionamento santo amaro","0","1","0.00","1.00"
"estacionamento santos dumond","0","30","0.00","12.73"
"estacionamento santos dumont diaria","0","8","0.00","7.63"
"estacionamento santos dumont preço","0","51","0.00","59.90"
"estacionamento santos dumont telefone","0","3","0.00","19.00"
"estacionamento santos dumont valor diária","0","5","0.00","3.60"
"estacionamento sao jose do rio pardo","0","11","0.00","79.18"
"estacionamento sao jose dos pinhais","0","69","0.00","8.32"
"estacionamento sao jose dos pinhais aeroporto","0","15","0.00","11.13"
"estacionamento senai park","0","1","0.00","30.00"
"estacionamento serviço de valet vila parking","0","7","0.00","95.57"
"estacionamento serviço de valet vila parking contacto","0","1","0.00","92.00"
"estacionamento servparking","0","2","0.00","9.00"
"estacionamento sesc guarulhos","0","2","0.00","3.00"
"estacionamento shopping d valor","0","1","0.00","1.00"
"estacionamento shopping estação curitiba","0","1","0.00","1.00"
"estacionamento shopping guarulhos","0","1","0.00","3.00"
"estacionamento shopping internacional","0","2","0.00","11.00"
"estacionamento shopping internacional guarulhos","0","2","0.00","2.00"
"estacionamento shopping itaquera","0","1","0.00","1.00"
"estacionamento shopping metropole","0","1","0.00","1.00"
"estacionamento shopping tiete plaza","0","1","0.00","3.00"
"estacionamento sinai park","0","1","0.00","51.00"
"estacionamento space park","0","13","0.00","9.08"
"estacionamento space park confins","0","172","0.00","18.09"
"estacionamento standard terminal 2 guarulhos","0","3","0.00","2.67"
"estacionamento star park","0","2","0.00","73.50"
"estacionamento star park confins","0","1","0.00","3.00"
"estacionamento stop car","0","1","0.00","1.00"
"estacionamento stop park guarulhos","0","126","0.00","8.79"
"estacionamento super park","0","7","0.00","13.43"
"estacionamento super park confins","0","14","0.00","25.64"
"estacionamento são josé dos campos","0","1","0.00","62.00"
"estacionamento são josé dos pinhais","0","2","0.00","1.00"
"estacionamento são paulo","0","6","0.00","1.33"
"estacionamento t3 guarulhos","0","7","0.00","4.86"
"estacionamento tarobá aeroporto foz","0","1","0.00","3.00"
"estacionamento teca standard aeroporto de guarulhos","0","32","0.00","30.84"
"estacionamento terminal","0","12","0.00","66.83"
"estacionamento terminal 1","0","5","0.00","16.00"
"estacionamento terminal 1 aeroporto de guarulhos","0","1","0.00","1.00"
"estacionamento terminal 1 galeão","0","11","0.00","38.55"
"estacionamento terminal 1 guarulhos","0","92","0.00","42.98"
"estacionamento terminal 1 guarulhos preço","0","57","0.00","25.26"
"estacionamento terminal 2","0","17","0.00","30.59"
"estacionamento terminal 2 aeroporto de guarulhos","0","9","0.00","17.11"
"estacionamento terminal 2 aeroporto guarulhos","0","33","0.00","12.55"
"estacionamento terminal 2 aeroporto lisboa","0","7","0.00","51.43"
"estacionamento terminal 2 galeão","0","25","0.00","48.44"
"estacionamento terminal 2 gru","0","10","0.00","21.10"
"estacionamento terminal 2 guarulhos","0","237","0.00","14.61"
"estacionamento terminal 2 guarulhos preço","0","90","0.00","49.97"
"estacionamento terminal 3","0","48","0.00","61.88"
"estacionamento terminal 3 aeroporto de guarulhos","0","18","0.00","55.39"
"estacionamento terminal 3 aeroporto guarulhos","0","16","0.00","63.44"
"estacionamento terminal 3 gru","0","20","0.00","38.35"
"estacionamento terminal 3 guarulhos","0","294","0.00","44.72"
"estacionamento terminal 3 guarulhos preço","0","591","0.00","31.38"
"estacionamento terminal 3 guarulhos reserva","0","106","0.00","51.95"
"estacionamento terminal 3 guarulhos valor","0","3","0.00","1.00"
"estacionamento terminal 4 guarulhos","0","120","0.00","62.19"
"estacionamento terminal barra funda 24 horas","0","2","0.00","1.00"
"estacionamento terminal de cruzeiros de lisboa","0","1","0.00","1.00"
"estacionamento terminal rodoviario tiete","0","134","0.00","11.12"
"estacionamento tersa","0","1","0.00","1.00"
"estacionamento the parking congonhas","0","4","0.00","9.75"
"estacionamento tiete diaria","0","2","0.00","1.00"
"estacionamento tiete plaza","0","6","0.00","25.00"
"estacionamento tiete voluntarios da patria","0","8","0.00","7.38"
"estacionamento tietê","0","482","0.00","12.47"
"estacionamento tietê - rua voluntários da pátria 344 - santana","0","1","0.00","21.00"
"estacionamento tietê plaza shopping","0","1","0.00","3.00"
"estacionamento tietê plaza valor","0","2","0.00","3.00"
"estacionamento tietê rua voluntários da pátria, 344 santana","0","1","0.00","11.00"
"estacionamento tivoli","0","1","0.00","43.00"
"estacionamento top shopping","0","1","0.00","1.00"
"estacionamento total park","0","3","0.00","74.33"
"estacionamento uber aeroporto guarulhos","0","26","0.00","16.35"
"estacionamento uber viracopos","0","1","0.00","5.00"
"estacionamento uberlândia aeroporto","0","4","0.00","2.00"
"estacionamento unipare tiete","0","1","0.00","12.00"
"estacionamento unipraias valor","0","1","0.00","1.00"
"estacionamento urban park","0","243","0.00","13.00"
"estacionamento valet","0","6","0.00","59.83"
"estacionamento valor","0","1","0.00","1.00"
"estacionamento vcp barato","0","15","0.00","5.27"
"estacionamento vcp preço","0","42","0.00","11.57"
"estacionamento velox park","0","4","0.00","61.25"
"estacionamento vespasiano","0","2","0.00","4.50"
"estacionamento via park","0","2","0.00","10.00"
"estacionamento via parque","0","2","0.00","1.00"
"estacionamento via portão","0","1","0.00","35.00"
"estacionamento viaje park","0","5","0.00","6.80"
"estacionamento viaje park guarulhos","0","88","0.00","8.33"
"estacionamento viajepark","0","169","0.00","16.33"
"estacionamento vibra sao paulo","0","1","0.00","1.00"
"estacionamento villa park","0","1","0.00","11.00"
"estacionamento vinci park","0","17","0.00","89.06"
"estacionamento vip","0","2","0.00","9.50"
"estacionamento vip aeroporto florianópolis","0","1","0.00","2.00"
"estacionamento vip aeroporto guarulhos","0","10","0.00","1.00"
"estacionamento vira park campinas","0","22","0.00","8.09"
"estacionamento viracopoa","0","3","0.00","1.00"
"estacionamento viracopos aeroparking","0","32","0.00","10.38"
"estacionamento viracopos azul diamante","0","8","0.00","11.13"
"estacionamento viracopos azul preço","0","10","0.00","10.10"
"estacionamento viracopos bandeira park","0","75","0.00","9.88"
"estacionamento viracopos bolsao f","0","3","0.00","13.00"
"estacionamento viracopos diária preço 2026","0","7","0.00","8.14"
"estacionamento viracopos economico","0","1","0.00","10.00"
"estacionamento viracopos edificio garagem","0","13","0.00","9.92"
"estacionamento viracopos garage inn","0","58","0.00","5.07"
"estacionamento viracopos park com diárias à partir de r$10,00 e translado imediato e gratuito","0","63","0.00","1.84"
"estacionamento viracopos preço 2026","0","6","0.00","6.50"
"estacionamento viracopos valor diaria","0","3","0.00","4.67"
"estacionamento viracopos valores","0","1","0.00","12.00"
"estacionamento virapark azul","0","5","0.00","14.00"
"estacionamento virapark em campinas","0","18","0.00","5.94"
"estacionamento virapark guarulhos","0","47","0.00","7.30"
"estacionamento vitoria","0","2","0.00","20.50"
"estacionamento vitoria aeroporto","0","4","0.00","5.50"
"estacionamento vitória airport","0","3","0.00","5.00"
"estacionamento vix","0","3","0.00","7.00"
"estacionamento vix aeroporto","0","1","0.00","2.00"
"estacionamento voluntarios da patria","0","9","0.00","18.78"
"estacionamento washington luiz","0","1","0.00","1.00"
"estacionamento west plaza","0","1","0.00","1.00"
"estacionamento yellow","0","9","0.00","10.33"
"estacionamento yellow guarulhos","0","118","0.00","23.57"
"estacionamento yellow park","0","58","0.00","12.83"
"estacionamento yellow park e wash","0","10","0.00","28.30"
"estacionamento yellow park guarulhos","0","34","0.00","11.38"
"estacionamento yellow park viracopos","0","39","0.00","10.46"
"estacionamento yellow viracopos","0","206","0.00","9.98"
"estacionamento zacarias","0","1","0.00","31.00"
"estacionamento é pago","0","1","0.00","2.00"
"estacionamento+aeroporto+guarulhos","0","11","0.00","58.91"
"estacionamento.","0","1","0.00","11.00"
"estacionamento.aeroporto confins","0","8","0.00","21.25"
"estacionamento.aeroporto congonhas","0","8","0.00","5.00"
"estacionamento.aeroporto curitiba","0","150","0.00","11.05"
"estacionamento.aeroporto guarulhos","0","100","0.00","35.33"
"estacionamento.aeroporto recife","0","11","0.00","5.18"
"estacionamento.aeroporto viracopos","0","19","0.00","5.58"
"estacionamento.aeroporto.guarulhos","0","38","0.00","56.21"
"estacionamento.confins","0","31","0.00","38.29"
"estacionamento.galeao","0","17","0.00","11.41"
"estacionamento.gru","0","29","0.00","39.24"
"estacionamento.guarulhos","0","45","0.00","61.96"
"estacionamento.perto de mim","0","4","0.00","8.75"
"estacionamento.proximo","0","5","0.00","11.80"
"estacionamento.proximo a mim","0","1","0.00","8.00"
"estacionamentos","0","32","0.00","8.41"
"estacionamentos 24 horas perto de mim","0","1","0.00","21.00"
"estacionamentos 24h","0","18","0.00","55.28"
"estacionamentos aeroporto brasilia","0","1","0.00","31.00"
"estacionamentos aeroporto campinas","0","20","0.00","4.05"
"estacionamentos aeroporto congonhas","0","205","0.00","27.25"
"estacionamentos aeroporto de confins","0","5","0.00","7.20"
"estacionamentos aeroporto de congonhas","0","37","0.00","21.86"
"estacionamentos aeroporto de guarulhos","0","237","0.00","53.41"
"estacionamentos aeroporto florianópolis","0","12","0.00","23.92"
"estacionamentos aeroporto guarulhos preços","0","41","0.00","50.02"
"estacionamentos aeroporto lisboa","0","5","0.00","50.80"
"estacionamentos aeroporto salgado filho","0","20","0.00","11.95"
"estacionamentos aeroporto salvador","0","4","0.00","10.25"
"estacionamentos autodromo interlagos","0","1","0.00","1.00"
"estacionamentos avenida paulista","0","1","0.00","31.00"
"estacionamentos campinas","0","157","0.00","39.01"
"estacionamentos centro","0","1","0.00","8.00"
"estacionamentos com seguro de veículo próximos ao aeroporto de viracopos em campinas","0","3","0.00","5.67"
"estacionamentos confins aeroporto","0","24","0.00","52.42"
"estacionamentos congonhas","0","80","0.00","19.18"
"estacionamentos congonhas aeroporto","0","1","0.00","1.00"
"estacionamentos curitiba","0","15","0.00","41.67"
"estacionamentos de carros em campinas","0","4","0.00","84.25"
"estacionamentos em campinas","0","62","0.00","23.65"
"estacionamentos em confins","0","42","0.00","14.26"
"estacionamentos em congonhas","0","79","0.00","18.72"
"estacionamentos em congonhas aeroporto","0","1","0.00","1.00"
"estacionamentos em guarulhos","0","192","0.00","46.20"
"estacionamentos em guarulhos aeroporto","0","30","0.00","43.70"
"estacionamentos em guarulhos perto do aeroporto","0","3","0.00","39.67"
"estacionamentos em guarulhos proximo ao aeroporto","0","146","0.00","51.23"
"estacionamentos em lisboa","0","1","0.00","9.00"
"estacionamentos em londrina","0","3","0.00","74.00"
"estacionamentos em são josé do rio pardo","0","3","0.00","63.67"
